Federal_Provider_Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Survey Date,Survey Type,Deficiency Prefix,Deficiency Category,Deficiency Description,Deficiency Tag Number,Scope Severity Code,Deficiency Corrected,Correction Date,Inspection Cycle,Standard Deficiency,Complaint Deficiency,Location,Processing Date,,
465176,"STONEHENGE OF SOUTH JORDAN, LLC",1371 WEST SOUTH JORDAN PARKWAY,SOUTH JORDAN,UT,84095,01/05/2017 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Ensure that residents are safe from serious medication errors.,333,E,"Deficient, Provider has date of correction",03/01/2017 12:00:00 AM,3,true,false,"1371 WEST SOUTH JORDAN PARKWAY SOUTH JORDAN, UT 84095 (40.562184, -111.931243)",04/01/2020 12:00:00 AM,,
465146,AVALON VALLEY REHABILITATION,2472 SOUTH 300 EAST,SALT LAKE CITY,UT,84115,08/10/2017 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Maintain drug records and properly mark/label drugs and other similar products according to accepted professional standards.,431,D,"Deficient, Provider has date of correction",10/10/2017 12:00:00 AM,3,true,false,"2472 SOUTH 300 EAST SALT LAKE CITY, UT 84115 (40.717553, -111.882612)",04/01/2020 12:00:00 AM,,
46A071,"LOMOND PEAK NURSING AND REHABILITATION, LLC",524 EAST 800 NORTH,OGDEN,UT,84404,11/15/2018 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,"Ensure a licensed pharmacist perform a monthly drug regimen review, including the medical chart, following irregularity reporting guidelines in developed policies and procedures.",756,D,"Deficient, Provider has date of correction",01/04/2019 12:00:00 AM,3,true,true,"524 EAST 800 NORTH OGDEN, UT 84404 (41.272092, -111.966274)",04/01/2020 12:00:00 AM,,
465152,BELLA TERRA ST GEORGE,178 SOUTH 1200 EAST,ST GEORGE,UT,84790,11/21/2019 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,"Provide the appropriate treatment and services to a resident who displays or is diagnosed with mental disorder or psychosocial adjustment difficulty, or who has a history of trauma and/or post-traumatic stress disorder.",742,D,"Deficient, Provider has date of correction",01/07/2020 12:00:00 AM,1,true,false,"178 SOUTH 1200 EAST ST GEORGE, UT 84790 (37.105013, -113.557846)",04/01/2020 12:00:00 AM,,
465169,THATCHER BROOK REHABILITATION & CARE CENTER,1795 SOUTH CHELEMES WAY,CLEARFIELD,UT,84015,12/19/2019 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Ensure medication error rates are not 5 percent or greater.,759,E,"Deficient, Provider has date of correction",01/31/2020 12:00:00 AM,1,true,false,"1795 SOUTH CHELEMES WAY CLEARFIELD, UT 84015 (41.087565, -112.017754)",04/01/2020 12:00:00 AM,,
465163,NORTH CANYON CARE CENTER,350 SOUTH 400 EAST,BOUNTIFUL,UT,84010,11/07/2019 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",690,D,"Deficient, Provider has date of correction",01/07/2020 12:00:00 AM,1,true,false,"350 SOUTH 400 EAST BOUNTIFUL, UT 84010 (40.885771, -111.87236)",04/01/2020 12:00:00 AM,,
465185,"MILLCREEK REHABILITATION AND NURSING, LLC",3520 SOUTH HIGHLAND DRIVE,SALT LAKE CITY,UT,84106,05/14/2019 12:00:00 AM,Health,false,Resident Rights Deficiencies,"Immediately tell the resident, the resident's doctor, and a family member of situations (injury/decline/room, etc.)  that affect the resident.",580,D,"Deficient, Provider has date of correction",06/17/2019 12:00:00 AM,1,true,false,,04/01/2020 12:00:00 AM,,
465139,LIFE CARE CENTER OF SALT LAKE CITY,1201 EAST 4500 SOUTH,SALT LAKE CITY,UT,84117,07/13/2017 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Ensure that each resident's 1) entire drug/medication regimen is free from unnecessary drugs, and 2) is managed and monitored to achieve highest level of well-being.,329,E,"Deficient, Provider has date of correction",08/24/2017 12:00:00 AM,3,true,false,"1201 EAST 4500 SOUTH SALT LAKE CITY, UT 84117 (40.674302, -111.857018)",04/01/2020 12:00:00 AM,
465188,POINTE MEADOWS HEALTH AND REHABILITATION,2750 NORTH DIGITAL DRIVE,LEHI,UT,84043,12/13/2018 12:00:00 AM,Health,false,Resident Rights Deficiencies,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",584,E,"Deficient, Provider has date of correction",01/15/2019 12:00:00 AM,2,true,false,"2750 NORTH DIGITAL DRIVE LEHI, UT 84043 (40.422116, -111.879558)",04/01/2020 12:00:00 AM,,
465175,MISSION AT COMMUNITY LIVING REHABILITATION CENTER,10 WEST 400 SOUTH,CENTERFIELD,UT,84622,10/23/2019 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,Assess the resident when there is a significant change in condition,637,D,"Deficient, Provider has date of correction",12/02/2019 12:00:00 AM,1,true,false,"10 WEST 400 SOUTH CENTERFIELD, UT 84622 (39.119065, -111.821984)",04/01/2020 12:00:00 AM,,
465152,BELLA TERRA ST GEORGE,178 SOUTH 1200 EAST,ST GEORGE,UT,84790,07/13/2017 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Provide routine and emergency drugs through a licensed pharmacist and only under the general supervision of a licensed nurse.,425,E,"Deficient, Provider has date of correction",09/22/2017 12:00:00 AM,3,true,true,"178 SOUTH 1200 EAST ST GEORGE, UT 84790 (37.105013, -113.557846)",04/01/2020 12:00:00 AM,,
465176,"STONEHENGE OF SOUTH JORDAN, LLC",1371 WEST SOUTH JORDAN PARKWAY,SOUTH JORDAN,UT,84095,05/22/2019 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,842,D,"Deficient, Provider has date of correction",07/12/2019 12:00:00 AM,1,true,false,"1371 WEST SOUTH JORDAN PARKWAY SOUTH JORDAN, UT 84095 (40.562184, -111.931243)",04/01/2020 12:00:00 AM,,
465158,MEADOW BROOK REHABILITATION AND NURSING,433 EAST 2700 SOUTH,SALT LAKE CITY,UT,84115,12/18/2019 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,689,G,"Deficient, Provider has date of correction",02/06/2020 12:00:00 AM,1,true,false,"433 EAST 2700 SOUTH SALT LAKE CITY, UT 84115 (40.712647, -111.878885)",04/01/2020 12:00:00 AM,,
46A069,ALPINE MEADOW REHABILITATION AND NURSING,2520 SOUTH REDWOOD ROAD,WEST VALLEY CITY,UT,84119,06/22/2017 12:00:00 AM,Health,false,Nutrition and Dietary Deficiencies,"Store, cook, and serve food in a safe and clean way.",371,F,"Deficient, Provider has date of correction",07/17/2017 12:00:00 AM,3,true,false,"2520 SOUTH REDWOOD ROAD WEST VALLEY CITY, UT 84119 (40.716212, -111.938962)",04/01/2020 12:00:00 AM,,
465146,AVALON VALLEY REHABILITATION,2472 SOUTH 300 EAST,SALT LAKE CITY,UT,84115,11/26/2019 12:00:00 AM,Health,false,Resident Rights Deficiencies,Honor the resident's right to organize and participate in resident/family groups in the facility.,565,D,"Deficient, Provider has date of correction",01/17/2020 12:00:00 AM,1,true,false,"2472 SOUTH 300 EAST SALT LAKE CITY, UT 84115 (40.717553, -111.882612)",04/01/2020 12:00:00 AM,,
465166,ASPEN RIDGE WEST TRANSITIONAL REHAB,5323 SOUTH MURRAY BOULEVARD,MURRAY,UT,84123,07/18/2018 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,"Ensure necessary information is communicated to the resident, and receiving health care provider at the time of a planned discharge.",661,D,"Deficient, Provider has date of correction",08/14/2018 12:00:00 AM,2,true,false,"5323 SOUTH MURRAY BOULEVARD MURRAY, UT 84123 (40.655426, -111.910148)",04/01/2020 12:00:00 AM,,
465184,CASCADES AT RIVERWALK,1012 WEST JORDAN RIVER BOULEVARD,MIDVALE,UT,84047,11/08/2018 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Provide medically-related social services to help each resident achieve the highest possible quality of life.,745,D,"Deficient, Provider has date of correction",12/31/2018 12:00:00 AM,2,true,false,"1012 WEST JORDAN RIVER BOULEVARD MIDVALE, UT 84047 (40.623815, -111.920813)",04/01/2020 12:00:00 AM,,
46A058,FAIRVIEW CARE CENTER EAST,455 SOUTH 900 EAST,SALT LAKE CITY,UT,84102,05/24/2018 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is ne",758,E,"Deficient, Provider has date of correction",07/27/2018 12:00:00 AM,2,true,false,"455 SOUTH 900 EAST SALT LAKE CITY, UT 84102 (40.759218, -111.865329)",04/01/2020 12:00:00 AM,,
465144,SEASONS HEALTHCARE AND REHABILITATION,242 NORTH 200 WEST,ST GEORGE,UT,84770,04/11/2019 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,"Assess the resident completely in a timely manner  when first admitted, and then periodically, at least every 12 months.",636,D,"Deficient, Provider has date of correction",05/24/2019 12:00:00 AM,1,true,false,"242 NORTH 200 WEST ST GEORGE, UT 84770 (37.112209, -113.587509)",04/01/2020 12:00:00 AM,,
465124,MIDTOWN MANOR,125 SOUTH 900 WEST,SALT LAKE CITY,UT,84104,08/29/2019 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",656,D,"Deficient, Provider has date of correction",10/28/2019 12:00:00 AM,1,true,false,"125 SOUTH 900 WEST SALT LAKE CITY, UT 84104 (40.76653, -111.916822)",04/01/2020 12:00:00 AM,,
465159,ASPEN RIDGE TRANSITIONAL REHAB,963 EAST 6600 SOUTH,MURRAY,UT,84121,06/29/2017 12:00:00 AM,Health,false,Environmental Deficiencies,"Have a program that investigates, controls and keeps infection from spreading.",441,F,"Deficient, Provider has date of correction",08/15/2017 12:00:00 AM,3,true,false,"963 EAST 6600 SOUTH MURRAY, UT 84121 (40.631566, -111.864023)",04/01/2020 12:00:00 AM,,
465117,SOUTH OGDEN POST- ACUTE,5540 SOUTH 1050 EAST,OGDEN,UT,84405,02/21/2019 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,"Provide appropriate care for a resident to maintain and/or improve range of motion (ROM), limited ROM and/or mobility, unless a decline is for a medical reason.",688,E,"Deficient, Provider has date of correction",04/30/2019 12:00:00 AM,1,true,false,"5540 SOUTH 1050 EAST OGDEN, UT 84405 (41.162569, -111.952649)",04/01/2020 12:00:00 AM,,
465137,RED CLIFFS HEALTH AND REHAB,1745 EAST 280 NORTH,ST GEORGE,UT,84790,01/09/2020 12:00:00 AM,Health,false,Environmental Deficiencies,Provide and implement an infection prevention and control program.,880,E,"Deficient, Provider has date of correction",02/20/2020 12:00:00 AM,1,true,false,"1745 EAST 280 NORTH ST GEORGE, UT 84790 (37.113132, -113.546401)",04/01/2020 12:00:00 AM,,
465125,ROCKY MOUNTAIN CARE - COTTAGE ON VINE,835 EAST VINE STREET,MURRAY,UT,84107,10/12/2017 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Provide care by qualified persons according to each resident's written plan of care.,282,D,"Deficient, Provider has date of correction",11/10/2017 12:00:00 AM,3,true,true,"835 EAST VINE STREET MURRAY, UT 84107 (40.645038, -111.86852)",04/01/2020 12:00:00 AM,,
465146,AVALON VALLEY REHABILITATION,2472 SOUTH 300 EAST,SALT LAKE CITY,UT,84115,11/29/2018 12:00:00 AM,Health,false,Resident Rights Deficiencies,"Immediately tell the resident, the resident's doctor, and a family member of situations (injury/decline/room, etc.)  that affect the resident.",580,E,"Deficient, Provider has date of correction",01/23/2019 12:00:00 AM,2,true,false,"2472 SOUTH 300 EAST SALT LAKE CITY, UT 84115 (40.717553, -111.882612)",04/01/2020 12:00:00 AM,,
46A072,GARFIELD COUNTY NURSING HOME,200 NORTH 450 EAST,PANGUITCH,UT,84759,06/07/2018 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Provide medically-related social services to help each resident achieve the highest possible quality of life.,745,D,"Deficient, Provider has date of correction",08/04/2018 12:00:00 AM,2,true,false,"200 NORTH 450 EAST PANGUITCH, UT 84759 (38.635339, -112.110461)",04/01/2020 12:00:00 AM,,
465130,STONEHENGE OF SPRINGVILLE,909 WEST 450 SOUTH,SPRINGVILLE,UT,84663,03/22/2018 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,842,D,"Deficient, Provider has date of correction",05/01/2018 12:00:00 AM,2,true,false,"909 WEST 450 SOUTH SPRINGVILLE, UT 84663 (40.160179, -111.625309)",04/01/2020 12:00:00 AM,,
46A058,FAIRVIEW CARE CENTER EAST,455 SOUTH 900 EAST,SALT LAKE CITY,UT,84102,08/05/2019 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,842,E,"Deficient, Provider has date of correction",09/20/2019 12:00:00 AM,1,true,false,"455 SOUTH 900 EAST SALT LAKE CITY, UT 84102 (40.759218, -111.865329)",04/01/2020 12:00:00 AM,,
46A064,PINE CREEK REHABILITATION AND NURSING,876 WEST 700 SOUTH,SALT LAKE CITY,UT,84104,06/12/2018 12:00:00 AM,Health,false,"Freedom from Abuse, Neglect, and Exploitation Deficiencies","Protect each resident from all types of abuse such as physical, mental, sexual abuse, physical punishment, and neglect by anybody.",600,D,"Deficient, Provider has date of correction",08/10/2018 12:00:00 AM,2,true,true,"876 WEST 700 SOUTH SALT LAKE CITY, UT 84104 (40.754109, -111.916306)",04/01/2020 12:00:00 AM,,
465119,PROVO REHABILITATION AND NURSING,1001 NORTH 500 WEST,PROVO,UT,84604,06/20/2019 12:00:00 AM,Health,false,Nutrition and Dietary Deficiencies,"Employ sufficient staff with the appropriate competencies and skills sets to carry out the functions of the food and nutrition service, including a qualified dietician.",801,D,"Deficient, Provider has date of correction",08/16/2019 12:00:00 AM,1,true,true,"1001 NORTH 500 WEST PROVO, UT 84604 (40.24745, -111.667422)",04/01/2020 12:00:00 AM,,
465159,ASPEN RIDGE TRANSITIONAL REHAB,963 EAST 6600 SOUTH,MURRAY,UT,84121,06/29/2017 12:00:00 AM,Health,false,Environmental Deficiencies,Ensure that a nursing home area is free from accident hazards and provide adequate supervision to prevent avoidable accidents.,323,D,"Deficient, Provider has date of correction",08/15/2017 12:00:00 AM,3,true,false,"963 EAST 6600 SOUTH MURRAY, UT 84121 (40.631566, -111.864023)",04/01/2020 12:00:00 AM,,
465168,ROCKY MOUNTAIN CARE - RIVERTON,3419 WEST 12600 SOUTH,RIVERTON,UT,84065,05/09/2019 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,Create and put into place a plan for meeting the resident's most immediate needs within 48 hours of being admitted,655,D,"Deficient, Provider has date of correction",06/01/2019 12:00:00 AM,1,true,false,"3419 WEST 12600 SOUTH RIVERTON, UT 84065 (40.522216, -111.972362)",04/01/2020 12:00:00 AM,,
465119,PROVO REHABILITATION AND NURSING,1001 NORTH 500 WEST,PROVO,UT,84604,06/20/2019 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",656,D,"Deficient, Provider has date of correction",08/16/2019 12:00:00 AM,1,true,true,"1001 NORTH 500 WEST PROVO, UT 84604 (40.24745, -111.667422)",04/01/2020 12:00:00 AM,,
465129,PARKWAY HEALTH CENTER,55 SOUTH PROFESSIONAL WAY,PAYSON,UT,84651,04/04/2019 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,842,E,"Deficient, Provider has date of correction",05/09/2019 12:00:00 AM,1,true,true,"55 SOUTH PROFESSIONAL WAY PAYSON, UT 84651 (40.043426, -111.712251)",04/01/2020 12:00:00 AM,,
465116,ROCKY MOUNTAIN CARE - LOGAN,1480 NORTH 400 EAST,LOGAN,UT,84341,03/07/2019 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,"Provide appropriate care for a resident to maintain and/or improve range of motion (ROM), limited ROM and/or mobility, unless a decline is for a medical reason.",688,D,"Deficient, Provider has date of correction",03/31/2019 12:00:00 AM,1,true,false,"1480 NORTH 400 EAST LOGAN, UT 84341 (41.75881, -111.823986)",04/01/2020 12:00:00 AM,,
465125,ROCKY MOUNTAIN CARE - COTTAGE ON VINE,835 EAST VINE STREET,MURRAY,UT,84107,12/20/2018 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",657,E,"Deficient, Provider has date of correction",02/01/2019 12:00:00 AM,2,true,false,"835 EAST VINE STREET MURRAY, UT 84107 (40.645038, -111.86852)",04/01/2020 12:00:00 AM,,
465125,ROCKY MOUNTAIN CARE - COTTAGE ON VINE,835 EAST VINE STREET,MURRAY,UT,84107,12/20/2018 12:00:00 AM,Health,false,Resident Rights Deficiencies,Honor the resident's right to organize and participate in resident/family groups in the facility.,565,D,"Deficient, Provider has date of correction",01/25/2019 12:00:00 AM,2,true,false,"835 EAST VINE STREET MURRAY, UT 84107 (40.645038, -111.86852)",04/01/2020 12:00:00 AM,,
465117,SOUTH OGDEN POST- ACUTE,5540 SOUTH 1050 EAST,OGDEN,UT,84405,01/29/2018 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Ensure medication error rates are not 5 percent or greater.,759,D,"Deficient, Provider has date of correction",02/28/2018 12:00:00 AM,2,true,false,"5540 SOUTH 1050 EAST OGDEN, UT 84405 (41.162569, -111.952649)",04/01/2020 12:00:00 AM,,
465130,STONEHENGE OF SPRINGVILLE,909 WEST 450 SOUTH,SPRINGVILLE,UT,84663,06/06/2019 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,"Ensure a licensed pharmacist perform a monthly drug regimen review, including the medical chart, following irregularity reporting guidelines in developed policies and procedures.",756,D,"Deficient, Provider has date of correction",06/27/2019 12:00:00 AM,1,true,false,"909 WEST 450 SOUTH SPRINGVILLE, UT 84663 (40.160179, -111.625309)",04/01/2020 12:00:00 AM,,
